ID,final_result,d_male,d_female,does father have a professional degree,does mother have a professional degree,d_stratum1,d_stratum2,d_stratum3,d_stratum4,d_stratum5,d_stratum6,d_level1sisben,d_level2sisben,d_level3sisben,PEOPLE_HOUSE,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,JOB,Private school,public school,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,QR_PRO,CR_PRO,CC_PRO,WC_PRO,FEP_PRO
1156,4,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,1,56,64,62,65,44,97,87,75,99,174
1157,4,1,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,65,59,62,68,82,100,91,92,42,168
1158,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5,0,1,0,1,0,0,1,1,1,1,0,0,1,50,34,26,45,36,25,12,44,39,121
1159,4,1,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,1,1,0,0,1,1,0,1,0,1,0,52,33,32,20,49,98,45,22,95,149
1160,4,1,0,1,1,0,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,87,77,90,71,73,97,98,90,16,211
1161,3,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,66,60,66,68,76,69,25,30,42,158
1162,4,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,83,81,74,80,75,67,49,89,70,130
1163,4,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,70,60,69,71,73,96,85,49,84,163
1164,4,1,0,1,1,0,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,74,62,60,78,57,97,93,92,55,176
1165,4,1,0,1,1,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,0,1,0,65,50,62,63,85,60,70,55,95,121
1166,4,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,1,0,1,0,0,1,61,55,55,58,62,98,73,74,62,98
1167,2,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,60,56,53,62,70,80,4,33,10,79
1168,4,1,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0,1,66,70,58,68,71,99,84,67,37,168
1169,4,0,1,1,1,0,0,1,0,0,0,0,0,0,4,0,1,0,1,1,0,0,1,1,1,0,0,1,58,59,61,66,65,90,77,50,91,91
1170,4,1,0,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,0,1,1,1,0,1,0,100,70,71,72,68,100,82,94,97,192
1171,4,1,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,1,1,0,0,0,1,0,1,0,1,0,66,75,71,73,75,98,81,89,98,152
1172,3,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,1,0,1,0,1,1,1,0,1,0,65,48,52,75,68,92,92,7,19,200
1173,2,0,1,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,0,1,1,1,1,0,1,0,68,52,58,61,54,80,4,14,77,87
1174,3,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,1,1,1,1,0,0,1,60,56,65,55,58,83,10,80,72,72
1175,4,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,1,0,1,0,0,0,1,1,0,1,0,1,68,64,66,58,55,96,94,70,66,157
1176,4,1,0,1,1,0,1,0,0,0,0,0,1,0,6,1,1,1,1,0,1,0,1,1,1,0,0,1,85,72,74,82,75,100,96,92,31,211
1177,2,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,1,1,1,0,1,1,1,0,0,0,1,60,62,57,66,53,87,36,69,10,10
1178,3,0,1,0,1,0,1,0,0,0,0,0,1,0,5,1,1,1,1,1,1,1,1,1,1,0,0,1,54,43,50,52,42,97,54,55,49,95
1179,4,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,1,0,1,0,1,1,1,0,0,0,1,64,70,64,51,60,98,64,85,77,186
1180,4,1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,1,1,1,0,0,1,99,71,76,75,70,99,98,100,20,211
1181,2,0,1,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,47,47,45,58,50,30,43,35,86,145
1182,4,1,0,1,1,0,0,0,1,0,0,0,0,0,3,1,1,1,1,0,1,1,1,1,0,0,1,0,59,68,71,58,62,99,93,40,67,165
1183,4,1,0,1,0,0,0,0,1,0,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,0,1,0,55,71,61,61,49,95,85,11,97,167
1184,4,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,1,1,0,0,1,1,1,1,0,0,1,66,64,62,64,48,92,46,56,73,175
1185,3,1,0,1,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,0,1,0,1,1,1,0,1,0,59,67,64,61,67,81,42,23,68,101
1186,4,1,0,1,0,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,64,72,83,68,63,100,84,60,89,142
1187,4,1,0,0,0,0,1,0,0,0,0,0,1,0,4,1,1,1,1,1,0,0,1,0,1,0,0,1,66,67,71,74,57,97,94,86,15,186
1188,2,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,0,1,1,1,0,0,1,53,43,49,51,53,25,14,61,16,151
1189,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,0,1,1,1,1,0,1,0,68,67,62,71,82,78,85,92,62,177
1190,3,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,0,0,1,1,1,0,1,0,62,67,76,68,80,89,31,86,5,159
1191,4,0,1,0,0,0,1,0,0,0,0,1,0,0,3,1,0,1,1,1,0,0,1,1,1,0,0,1,66,60,69,77,53,83,89,90,66,163
1192,2,0,1,1,1,0,1,0,0,0,0,0,0,0,5,1,1,1,1,1,0,1,1,0,1,0,0,1,50,48,45,51,48,57,46,36,7,142
1193,4,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,1,0,1,0,69,62,62,65,58,99,76,100,25,190
1194,4,1,0,1,1,0,1,0,0,0,0,0,0,0,4,1,1,1,1,0,1,1,1,0,1,0,0,1,62,72,64,66,68,92,90,19,86,109
1195,2,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,1,1,0,0,1,1,1,0,1,0,57,64,50,50,54,15,76,48,19,149
1196,3,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,0,1,0,1,1,1,0,0,1,0,47,32,35,45,45,81,49,26,30,148
1197,4,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,1,0,0,0,1,1,1,0,1,0,87,85,71,68,68,91,45,81,68,170
1198,3,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,1,0,77,62,58,66,60,76,71,65,41,202
1199,3,0,1,0,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,0,1,1,1,1,0,0,1,57,58,58,54,49,66,64,53,36,36
1200,4,1,0,1,0,0,1,0,0,0,0,0,1,0,5,1,1,1,1,1,0,1,1,1,1,1,0,1,67,57,62,63,57,100,75,7,95,119
1201,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,0,1,0,0,0,1,1,1,0,0,1,61,54,53,72,53,99,98,98,93,175
1202,2,0,1,0,0,0,1,0,0,0,0,0,1,0,4,1,1,1,1,0,1,1,1,1,1,0,0,1,50,49,48,50,42,34,42,39,68,114
1203,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,0,1,1,1,1,1,0,1,0,50,59,53,53,58,85,55,87,79,168
1204,4,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,57,70,66,61,53,89,42,46,77,98
1205,4,1,0,1,0,0,0,1,0,0,0,0,0,1,4,1,1,1,1,0,1,1,1,1,1,0,0,1,54,55,59,61,53,91,70,90,88,144
1206,3,0,1,0,0,0,0,1,0,0,0,0,1,0,4,1,1,1,1,1,0,0,1,1,0,0,0,1,58,60,52,60,53,60,77,52,30,155
1207,4,1,0,1,1,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,0,1,72,68,66,85,78,99,84,87,87,192
1208,3,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,1,0,0,1,77,58,55,64,68,83,29,32,61,152
1209,4,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,1,0,1,0,0,0,1,1,0,0,0,1,93,57,57,61,45,89,93,93,52,98
1210,3,1,0,0,0,0,1,0,0,0,0,1,0,0,4,1,1,1,1,1,0,1,1,0,1,0,0,1,52,62,65,62,46,85,26,72,33,169
1211,2,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,1,1,1,1,1,1,1,1,0,0,0,1,57,58,60,42,42,59,50,41,24,152
1212,3,0,1,1,1,0,1,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,1,1,1,0,0,1,57,48,55,50,60,61,54,39,31,141
1213,4,0,1,0,0,0,1,0,0,0,0,0,1,0,6,0,1,1,1,0,0,0,1,0,1,0,0,1,65,98,82,78,73,100,94,99,89,178
1214,4,0,1,1,1,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,0,1,1,1,1,0,1,0,57,79,77,67,85,97,93,97,99,221
1215,3,1,0,1,0,0,1,0,0,0,0,1,0,0,5,1,1,1,1,0,0,1,0,0,1,0,0,1,66,54,62,68,67,79,71,4,69,88
1216,4,1,0,1,1,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,0,1,1,1,1,0,1,0,70,77,89,75,80,95,91,95,72,211
1217,4,1,0,1,1,0,0,1,0,0,0,0,0,1,5,1,1,1,1,0,1,1,1,1,1,0,1,0,88,100,77,80,75,99,96,93,11,189
1218,4,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,1,84,74,72,74,68,100,94,96,99,189
1219,4,0,1,0,0,0,1,0,0,0,0,0,1,0,5,1,1,1,1,1,0,1,1,1,1,0,0,1,66,67,64,72,60,96,94,82,55,163
1220,4,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,1,1,1,0,0,0,1,1,0,0,0,1,57,52,60,62,57,81,65,34,69,172
1221,4,0,1,0,1,0,0,0,0,1,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,78,71,69,71,82,88,92,91,88,193
1222,4,0,1,1,0,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,64,64,62,68,54,88,70,91,93,210
1223,4,1,0,1,0,0,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,79,70,89,87,82,98,84,83,42,188
1224,3,1,0,0,1,0,0,0,0,0,1,0,0,0,6,1,1,1,1,1,1,1,1,1,1,0,1,0,77,52,53,71,73,91,45,30,14,95
1225,4,1,0,1,1,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,87,68,68,81,82,99,58,59,85,124
1226,3,0,1,1,1,0,0,0,0,1,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,0,1,0,54,55,62,63,58,77,56,32,62,162
1227,1,1,0,1,1,0,0,0,1,0,0,0,0,0,3,1,1,1,1,0,1,1,1,1,1,0,1,0,65,52,49,63,75,92,4,35,0,72
1228,2,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,61,52,62,61,49,89,5,2,17,100
1229,3,0,1,0,0,0,1,0,0,0,0,0,1,0,6,1,1,1,1,1,0,1,1,1,1,0,1,0,55,60,48,42,50,64,52,51,53,162
1230,4,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,62,57,69,65,54,91,62,82,98,183
1231,4,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,1,0,1,1,1,1,0,1,0,76,79,74,83,67,100,99,100,96,189
1232,3,1,0,1,0,0,0,1,0,0,0,0,0,1,4,0,1,1,1,1,1,1,1,1,1,0,1,0,57,48,57,57,57,45,59,47,12,129
1233,4,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,1,1,1,1,0,1,1,1,1,0,0,1,92,74,69,100,85,99,100,96,58,197
1234,4,1,0,0,0,0,0,1,0,0,0,0,1,0,4,1,1,1,1,1,0,1,1,0,1,0,0,1,66,74,68,72,82,94,97,72,45,172
1235,3,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,1,1,1,1,0,1,1,1,1,0,0,1,61,57,57,58,46,84,53,36,76,153
1236,4,1,0,1,0,0,0,0,0,1,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,0,0,1,79,62,53,75,58,100,61,73,81,165
1237,1,1,0,0,0,0,0,1,0,0,0,0,0,1,6,1,1,1,1,1,1,1,1,1,1,0,0,1,67,64,66,73,76,11,1,27,0,128
1238,4,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,0,1,58,26,35,48,71,75,66,4,98,149
1239,3,1,0,0,1,0,0,1,0,0,0,0,0,1,5,1,1,1,1,1,0,1,1,1,1,0,0,1,73,62,53,65,48,97,50,78,9,179
1240,4,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,78,85,81,73,78,95,98,100,24,209
1241,3,1,0,1,1,0,0,0,0,1,0,0,0,0,4,1,1,1,1,0,1,1,1,1,1,0,1,0,59,68,60,78,67,93,14,19,50,173
1242,2,1,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,1,1,1,0,1,1,1,0,0,1,53,59,58,61,45,93,43,5,40,128
1243,4,1,0,1,1,0,0,0,0,0,1,0,0,0,6,1,1,1,1,1,1,1,1,1,1,0,1,0,85,62,66,67,85,100,90,92,98,171
1244,4,0,1,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,70,74,90,71,82,96,98,99,91,180
1245,4,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,67,62,66,65,75,94,84,54,25,157
1246,4,1,0,1,1,0,0,0,0,0,1,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,71,62,83,67,78,75,74,39,64,139
1247,4,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,1,69,66,69,79,73,99,92,93,86,215
1248,4,0,1,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,1,59,62,57,48,65,57,74,75,56,166
1249,4,0,1,0,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,0,1,1,1,1,0,0,1,60,54,50,61,67,63,60,78,71,130
1250,4,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,1,1,1,1,0,1,1,0,1,0,1,0,75,67,66,64,54,97,62,82,98,183
1251,4,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,1,1,1,1,0,1,1,1,1,0,1,0,66,74,66,65,76,83,89,94,98,158
1252,3,0,1,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,0,0,1,1,1,0,1,0,53,56,58,50,65,82,26,15,38,132
1253,3,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,1,1,1,0,1,1,0,1,0,0,1,66,69,74,61,54,93,40,55,3,158
1254,3,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0,0,1,53,62,64,60,52,89,77,84,38,170
1255,2,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,0,0,1,1,1,1,1,0,1,72,54,55,66,52,93,76,66,0,174
1256,4,0,1,0,0,0,0,1,0,0,0,0,1,0,5,1,1,1,1,1,1,0,1,1,1,0,1,0,73,69,83,72,65,85,85,98,98,213
1257,4,1,0,0,1,0,0,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,1,1,0,1,0,65,62,59,66,62,100,83,58,72,143
1258,3,1,0,0,1,0,0,1,0,0,0,0,0,1,4,0,1,1,1,0,1,0,1,1,1,0,0,1,53,58,53,57,48,48,60,18,48,157
1259,4,0,1,0,0,0,0,1,0,0,0,1,0,0,4,1,1,1,1,0,1,1,1,0,1,0,0,1,56,62,65,61,67,89,67,84,80,184
1260,4,1,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,1,0,0,1,1,1,1,0,0,1,61,52,58,64,73,95,66,79,91,170
1261,4,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,1,0,0,1,1,1,1,0,0,1,66,67,71,67,75,95,96,85,100,173
1262,2,0,1,0,0,1,0,0,0,0,0,0,1,0,5,1,1,0,1,0,1,1,1,1,1,0,0,1,45,56,62,53,48,62,57,28,66,151
1263,4,1,0,1,0,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,0,0,0,1,59,55,57,57,60,75,98,97,67,163
1264,3,0,1,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,1,1,1,0,0,1,57,57,58,45,55,58,81,20,29,154
1265,4,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,49,64,55,52,59,73,65,57,88,176
1266,4,0,1,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,1,0,1,1,1,1,1,0,1,0,86,52,48,68,43,97,44,77,84,121
1267,4,1,0,0,0,0,1,0,0,0,0,0,1,0,6,1,0,1,1,1,0,1,1,1,1,0,0,1,73,70,77,72,65,100,79,96,18,195
1268,3,0,1,0,1,0,0,1,0,0,0,0,0,1,5,0,1,0,0,1,0,1,1,1,1,0,0,1,56,66,62,64,50,93,48,69,67,180
1269,4,1,0,1,0,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,81,71,69,81,71,43,73,87,91,192
1270,4,1,0,1,1,0,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,0,1,1,1,0,1,0,74,74,81,79,82,84,88,92,5,169
1271,3,0,1,0,1,0,0,1,0,0,0,0,0,1,4,0,1,1,1,0,0,0,1,1,1,0,0,1,59,77,68,66,54,89,86,46,41,174
1272,3,0,1,0,0,0,0,1,0,0,0,0,0,0,7,1,1,1,1,1,1,1,1,1,1,0,1,0,49,49,59,54,42,85,50,62,45,154
1273,4,0,1,0,1,0,0,1,0,0,0,0,0,1,4,0,1,1,1,1,0,1,1,1,1,0,1,0,65,59,59,63,59,99,77,80,85,110
1274,4,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,0,1,1,1,0,1,0,77,68,77,73,70,91,52,71,73,195
1275,4,1,0,1,1,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,68,56,57,57,78,88,73,39,81,179
1276,4,1,0,1,0,0,0,0,1,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,96,70,83,81,85,100,97,94,61,169
1277,3,1,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,56,57,71,71,54,76,66,75,16,178
1278,4,1,0,1,1,0,0,0,1,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,57,62,64,72,60,100,80,96,65,193
1279,3,0,1,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,1,1,0,1,1,1,0,0,0,1,64,55,59,68,53,38,52,39,85,147
1280,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,0,0,1,1,0,0,1,0,87,72,71,73,68,100,100,99,23,158
1281,4,0,1,0,1,0,1,0,0,0,0,0,1,0,4,0,1,0,1,0,0,0,1,1,0,0,0,1,43,39,42,43,41,99,100,96,74,214
1282,1,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,1,0,1,0,0,0,1,1,0,0,0,1,51,50,55,54,52,37,27,20,0,115
1283,3,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,0,0,1,58,56,59,54,58,54,72,81,53,81
1284,2,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,1,1,1,0,0,0,1,1,1,0,0,1,52,45,42,47,46,26,11,13,72,121
1285,4,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,1,1,0,0,1,1,1,0,0,0,1,52,62,64,58,76,61,73,60,76,152
1286,2,1,0,0,0,0,0,1,0,0,0,0,1,0,4,1,1,1,1,0,1,1,1,1,1,0,0,1,55,50,50,57,50,81,61,36,14,144
1287,3,0,1,0,0,0,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,57,60,53,53,60,29,38,56,72,113
1288,3,1,0,1,1,1,0,0,0,0,0,0,0,0,12,1,0,1,1,1,0,1,1,1,0,1,0,1,52,62,64,68,50,69,32,64,18,95
1289,3,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,1,0,1,0,1,0,50,59,64,58,58,82,73,21,68,152
1290,4,1,0,0,1,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,0,1,69,64,72,72,58,81,95,73,75,153
1291,4,1,0,1,1,0,1,0,0,0,0,0,1,0,6,1,1,1,0,0,0,1,0,0,1,0,0,1,66,67,60,75,49,94,100,85,10,144
1292,2,1,0,0,0,1,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,1,1,0,1,0,0,1,57,54,57,65,59,92,40,53,18,161
1293,2,1,0,0,0,0,1,0,0,0,0,0,1,0,8,0,1,0,1,1,1,1,1,1,0,0,0,1,72,50,48,63,41,100,7,59,29,97
1294,2,1,0,0,1,0,1,0,0,0,0,1,0,0,4,0,0,1,1,0,0,1,1,1,1,0,1,0,47,54,53,51,53,59,16,19,72,114
1295,2,1,0,0,1,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,1,1,0,0,0,1,54,45,47,51,48,82,16,14,18,140
1296,3,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,1,1,0,0,0,1,61,43,50,59,45,62,29,62,38,163
1297,4,0,1,1,1,0,1,0,0,0,0,0,0,0,4,1,1,1,1,0,0,1,1,1,1,0,1,0,61,54,52,64,57,92,64,75,68,66
1298,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,0,1,1,1,0,0,0,1,61,64,71,67,45,97,63,69,54,160
1299,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,1,0,1,1,0,58,55,50,54,52,56,6,4,20,127
1300,2,0,1,0,0,0,1,0,0,0,0,0,1,0,9,1,1,1,1,0,0,1,1,1,0,0,0,1,49,52,50,61,50,66,27,59,42,151
1301,4,1,0,1,1,0,0,1,0,0,0,0,0,1,4,1,1,1,1,1,0,1,1,1,1,1,0,1,66,62,57,61,53,89,81,86,82,153
1302,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,1,0,1,0,1,1,1,0,0,0,1,52,55,49,47,50,42,5,15,25,113
1303,3,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,1,54,62,57,67,48,87,79,34,11,163
1304,3,0,1,0,0,0,1,0,0,0,0,1,0,0,4,1,1,1,1,0,0,1,1,1,0,0,0,1,60,50,64,71,67,78,65,52,56,163
1305,3,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,1,1,0,0,0,1,1,1,0,0,0,1,47,52,48,61,57,58,45,61,42,102
1306,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,1,0,1,1,1,1,1,1,1,0,39,51,37,44,36,32,4,11,45,95
1307,4,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,1,1,1,0,0,0,1,66,49,50,62,54,97,79,93,81,179
1308,1,1,0,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,1,0,0,1,1,1,1,0,0,1,58,64,59,65,52,85,6,23,1,88
1309,1,0,1,0,0,0,1,0,0,0,0,0,1,0,5,1,1,1,1,1,1,1,1,1,1,0,0,1,43,44,44,50,54,8,26,41,37,157
1310,1,0,1,0,0,0,1,0,0,0,0,1,0,0,4,1,1,1,1,1,0,1,1,1,1,0,0,1,53,46,49,53,49,47,14,15,0,88
1311,3,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,0,1,0,1,1,0,0,1,0,55,62,59,63,52,69,35,58,60,145
1312,2,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,1,1,0,0,1,0,62,58,66,69,43,97,48,12,12,180
1313,2,1,0,0,1,0,1,0,0,0,0,0,1,0,5,1,0,1,0,0,0,1,1,1,1,0,0,1,57,46,46,50,45,80,66,27,26,136
1314,1,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,50,50,47,46,48,68,6,12,21,123
1315,4,1,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,0,1,0,0,1,1,1,0,0,0,1,79,72,65,80,63,97,90,75,75,164
1316,3,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,1,1,0,1,0,51,59,59,54,55,64,58,56,24,145
1317,4,1,0,0,0,0,0,1,0,0,0,0,0,0,7,1,1,1,1,1,1,1,1,1,1,0,1,0,70,74,68,72,64,97,100,98,80,161
1318,3,1,0,1,1,1,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,50,48,53,71,49,77,6,32,93,130
1319,2,1,0,1,1,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,0,0,1,0,57,54,62,65,49,97,32,13,53,126
1320,4,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,0,1,1,1,1,1,0,1,0,64,60,64,70,62,98,85,71,95,159
1321,4,1,0,1,1,0,0,1,0,0,0,0,1,0,3,1,1,1,0,0,1,0,1,1,0,0,1,0,87,72,68,75,55,100,83,93,26,168
1322,4,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,1,1,1,1,1,1,1,0,1,0,66,55,55,64,59,94,31,76,52,153
1323,3,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,1,1,0,0,1,60,54,64,55,59,55,20,32,75,145
1324,4,1,0,0,0,0,1,0,0,0,0,0,1,0,4,1,1,0,0,0,0,1,1,1,1,0,0,1,70,64,66,71,57,90,84,70,50,187
1325,4,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,1,0,1,1,0,1,0,0,0,1,62,50,42,59,52,99,69,87,12,147
1326,4,1,0,1,1,0,0,1,0,0,0,0,0,0,7,0,1,1,1,0,1,1,1,1,1,0,0,1,100,64,74,91,73,97,89,97,49,179
1327,4,1,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,0,0,1,1,1,1,0,0,1,86,71,81,100,78,98,86,97,66,168
1328,2,1,0,0,0,1,0,0,0,0,0,1,0,0,5,1,0,1,0,0,0,1,1,1,1,0,0,1,53,41,45,47,46,51,21,17,54,124
1329,4,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,79,81,65,75,64,87,73,89,32,180
