ID,final_result,d_male,d_female,does father have a professional degree,does mother have a professional degree,d_stratum1,d_stratum2,d_stratum3,d_stratum4,d_stratum5,d_stratum6,d_level1sisben,d_level2sisben,d_level3sisben,PEOPLE_HOUSE,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,JOB,Private school,public school,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,QR_PRO,CR_PRO,CC_PRO,WC_PRO,FEP_PRO
6211,3,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,0,1,0,1,1,1,0,0,1,0,61,59,48,58,53,85,49,56,88,80
6212,4,1,0,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,77,72,54,77,76,100,95,95,61,144
6213,2,1,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,0,0,1,0,0,1,1,1,0,0,1,69,60,60,62,52,98,27,32,5,158
6214,4,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,0,1,50,69,58,71,54,89,58,78,90,175
6215,4,1,0,1,0,1,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,1,1,1,1,0,1,0,74,63,73,81,70,98,90,88,99,222
6216,4,1,0,0,0,0,0,1,0,0,0,0,0,1,5,1,1,1,1,1,0,1,1,1,1,0,1,0,81,81,73,77,100,92,99,86,30,158
6217,4,1,0,0,1,0,1,0,0,0,0,0,1,0,6,1,1,1,1,1,0,1,1,1,1,0,1,0,95,74,100,95,82,100,95,100,79,148
6218,4,0,1,1,1,0,0,1,0,0,0,0,1,0,6,1,1,1,0,1,1,1,1,1,1,0,1,0,81,71,82,81,74,77,89,99,83,203
6219,4,0,1,0,1,0,1,0,0,0,0,0,0,0,4,1,1,1,0,1,1,0,1,1,1,0,1,0,77,61,60,63,90,83,94,52,100,151
6220,4,0,1,1,1,0,1,0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,1,1,1,0,0,1,57,81,62,57,49,71,47,77,90,146
6221,4,1,0,1,0,0,1,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,70,64,58,70,55,58,70,76,20,161
6222,2,0,1,0,1,0,1,0,0,0,0,0,1,0,4,1,1,1,0,1,0,0,1,1,0,0,0,1,61,55,56,57,48,97,58,3,17,157
6223,2,1,0,1,0,0,1,0,0,0,0,0,1,0,5,1,1,1,0,1,1,1,1,1,1,0,0,1,61,57,62,58,48,86,51,26,8,158
6224,2,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,63,66,60,61,52,53,51,16,30,131
6225,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,0,0,1,1,1,1,0,1,0,82,77,73,96,78,97,81,85,95,156
6226,4,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,1,1,0,0,1,0,56,64,58,66,76,64,85,36,93,156
6227,4,0,1,1,1,0,1,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,0,0,1,0,78,71,73,72,82,98,90,82,90,206
6228,2,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,1,0,1,1,0,1,1,0,0,1,0,53,46,51,61,53,59,16,23,57,128
6229,4,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,67,56,67,63,55,89,78,66,99,200
6230,4,0,1,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,66,64,52,61,70,100,76,32,32,103
6231,2,0,1,1,0,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,0,1,1,1,1,0,0,1,61,63,60,60,58,46,7,31,66,99
6232,4,1,0,1,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,0,0,1,1,1,1,0,0,1,61,69,62,65,44,98,93,85,87,147
6233,4,0,1,1,1,1,0,0,0,0,0,0,0,1,4,1,1,0,0,0,1,0,1,1,0,0,0,1,88,87,77,78,85,100,88,96,75,174
6234,4,0,1,0,1,0,1,0,0,0,0,0,0,0,5,1,1,1,0,1,1,1,1,1,1,0,0,1,87,81,67,75,82,95,100,97,95,187
6235,2,0,1,0,0,0,1,0,0,0,0,0,1,0,5,1,1,1,1,1,1,1,1,1,1,0,0,1,57,37,44,47,46,71,50,16,61,86
6236,4,0,1,1,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,0,0,1,1,1,0,0,1,68,64,70,72,80,92,69,81,42,178
6237,4,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,0,1,0,0,1,1,1,0,1,0,65,81,91,78,100,84,95,100,95,189
6238,4,1,0,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,65,66,70,58,85,95,75,87,89,129
6239,4,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,0,1,0,0,1,1,1,0,1,0,66,56,70,72,62,89,93,84,70,151
6240,3,0,1,1,0,0,1,0,0,0,0,1,0,0,4,1,1,1,0,1,0,1,1,1,1,0,1,0,63,57,58,60,57,56,97,27,29,172
6241,4,0,1,0,1,0,1,0,0,0,0,0,0,0,4,0,1,1,0,1,1,1,1,1,0,0,1,0,49,68,70,62,55,93,77,82,6,196
6242,4,1,0,0,1,0,1,0,0,0,0,0,0,0,5,1,1,1,0,1,0,0,1,1,1,0,1,0,69,71,60,68,76,98,91,88,45,160
6243,2,0,1,1,1,0,0,1,0,0,0,0,0,0,6,1,1,1,0,1,1,1,1,1,1,0,1,0,63,57,55,53,48,54,34,20,55,103
6244,4,1,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,1,0,1,1,1,1,1,1,0,1,0,63,67,67,60,48,89,93,74,62,166
6245,4,1,0,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,0,1,1,1,1,0,1,0,63,72,62,67,52,99,75,94,56,160
6246,4,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,87,74,73,78,65,97,64,52,87,173
6247,4,1,0,1,1,0,0,1,0,0,0,0,0,1,5,1,1,1,0,1,1,0,1,1,0,0,1,0,66,66,70,64,59,100,88,84,26,182
6248,3,0,1,1,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,0,0,0,1,68,57,58,65,68,93,29,16,38,158
6249,4,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,73,56,60,65,59,92,60,92,95,166
6250,3,1,0,1,1,0,0,1,0,0,0,0,0,0,6,1,1,1,0,1,1,1,1,1,1,0,1,0,62,62,60,71,54,95,45,52,86,192
6251,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,81,61,62,68,68,97,91,17,69,182
6252,3,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,56,57,58,63,60,78,80,58,27,152
6253,3,0,1,0,0,0,0,1,0,0,0,0,1,0,5,1,1,1,0,1,1,1,1,1,1,0,0,1,45,50,51,46,49,92,60,10,56,149
6254,4,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,1,0,1,1,1,1,0,1,0,61,75,58,58,78,69,88,70,70,168
6255,4,1,0,1,1,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,1,1,1,0,1,0,74,72,62,74,70,99,93,34,70,158
6256,2,0,1,1,1,0,0,1,0,0,0,0,0,0,4,1,1,0,0,1,0,1,1,1,1,0,1,0,49,55,52,51,44,73,62,9,46,116
6257,4,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,64,62,77,66,64,92,86,93,29,216
6258,4,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,64,71,53,63,70,98,93,71,37,178
6259,2,0,1,0,1,0,1,0,0,0,0,0,1,0,6,1,1,1,0,1,1,1,1,1,0,0,0,1,54,59,58,56,53,41,45,43,30,144
6260,4,1,0,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,67,60,65,67,82,62,55,89,89,171
6261,4,1,0,1,1,0,1,0,0,0,0,0,1,0,5,1,1,1,1,1,0,1,1,1,1,0,1,0,100,69,70,68,65,99,88,100,14,207
6262,4,0,1,1,1,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,53,60,65,63,53,69,77,66,61,186
6263,4,1,0,0,1,0,0,1,0,0,0,0,0,1,4,1,1,1,1,1,0,0,1,1,1,0,1,0,73,62,60,65,54,99,76,87,90,160
6264,4,1,0,0,0,0,1,0,0,0,0,1,0,0,5,1,1,1,0,1,0,1,1,1,0,0,0,1,82,53,42,63,48,99,35,67,79,176
6265,2,1,0,1,1,0,0,1,0,0,0,0,0,1,5,1,1,1,0,0,0,0,1,0,1,0,1,0,52,50,60,46,44,56,35,48,42,78
6266,4,1,0,1,0,0,0,0,0,1,0,0,0,0,5,1,1,1,1,1,1,1,1,0,1,0,1,0,71,67,73,65,68,79,96,95,99,182
6267,4,1,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,0,1,1,1,1,1,0,0,1,0,67,62,65,67,74,93,94,92,62,214
6268,3,0,1,0,0,0,1,0,0,0,0,0,1,0,5,1,1,1,1,0,1,1,1,1,0,0,0,1,56,49,56,63,52,58,62,62,98,135
6269,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,0,1,0,1,1,1,1,0,0,1,68,66,65,61,59,75,83,74,31,156
6270,4,1,0,1,0,1,0,0,0,0,0,1,0,0,7,1,1,0,0,0,0,0,1,1,0,0,1,0,81,100,67,82,90,100,100,96,88,230
6271,4,1,0,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,0,1,1,1,1,0,1,0,71,67,64,63,80,93,95,99,85,99
6272,4,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,57,77,64,68,76,100,95,85,69,168
6273,4,1,0,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,71,58,64,66,70,93,77,77,56,156
6274,3,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,0,0,1,0,62,54,58,71,55,85,8,57,18,18
6275,4,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,1,1,0,1,0,1,1,1,0,0,0,1,87,77,67,87,64,88,99,91,54,166
6276,1,0,1,1,0,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,43,53,56,48,48,14,1,2,78,76
6277,3,1,0,1,1,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,0,1,1,1,1,0,1,0,56,53,54,65,58,92,35,37,15,152
6278,4,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,73,60,73,81,78,96,49,88,6,163
6279,4,1,0,1,1,0,0,0,1,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,73,58,53,65,64,89,83,81,17,17
6280,3,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,1,1,1,0,0,0,1,47,64,70,53,52,44,61,72,73,141
6281,3,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,0,1,1,1,1,0,1,0,70,64,62,57,57,67,83,60,51,165
6282,2,0,1,0,0,1,0,0,0,0,0,1,0,0,7,0,1,1,0,1,0,1,1,1,0,0,0,1,48,56,45,52,46,35,50,40,14,146
6283,2,1,0,0,0,0,1,0,0,0,0,0,1,0,4,1,1,1,0,1,0,1,1,1,1,0,1,0,65,61,46,42,48,78,26,41,38,102
6284,4,1,0,1,1,0,0,0,1,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,63,71,56,68,70,90,75,42,95,188
6285,4,1,0,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,57,69,65,71,82,73,53,78,93,93
6286,3,0,1,0,0,1,0,0,0,0,0,1,0,0,7,1,1,1,1,1,0,1,1,1,1,0,0,1,39,58,56,48,50,58,42,71,74,179
6287,3,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,1,1,1,0,1,1,1,1,1,0,1,0,73,77,91,69,70,97,92,19,54,137
6288,4,1,0,1,1,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,73,68,91,68,85,98,100,98,75,214
6289,2,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,1,1,1,1,1,1,1,1,1,0,0,1,52,48,41,49,57,22,10,29,80,139
6290,3,0,1,1,1,0,0,0,1,0,0,0,0,0,4,0,1,1,1,1,1,1,1,1,1,0,1,0,76,58,58,77,59,69,77,67,49,173
6291,4,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0,1,1,1,1,1,1,0,1,0,65,61,62,59,74,97,57,28,75,75
6292,4,1,0,1,1,0,0,0,1,0,0,0,0,1,4,0,1,1,1,1,1,1,1,1,1,0,1,0,73,52,56,71,72,94,73,62,98,98
6293,4,1,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,65,66,73,68,90,100,90,32,62,62
6294,4,0,1,1,1,0,0,0,1,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,64,62,67,68,95,92,96,97,93,206
6295,2,1,0,1,0,0,1,0,0,0,0,0,0,1,3,0,1,1,1,1,0,1,1,1,0,0,0,1,56,47,58,63,46,63,77,3,58,86
6296,4,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,67,62,62,65,65,88,72,81,47,156
6297,4,1,0,0,1,0,1,0,0,0,0,0,0,0,5,1,1,1,0,1,1,1,1,1,1,0,1,0,68,69,64,61,78,87,86,64,36,188
6298,3,0,1,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,0,1,1,1,1,1,1,0,0,1,66,71,58,62,60,82,75,23,58,58
6299,3,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,57,64,50,68,58,84,70,32,56,181
6300,4,1,0,1,0,0,0,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,1,1,1,0,1,0,82,59,56,71,74,97,61,66,64,66
6301,3,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,65,57,48,67,54,82,72,65,51,161
6302,4,0,1,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,1,71,69,62,72,65,100,88,76,79,169
6303,2,0,1,1,1,0,1,0,0,0,0,0,1,0,4,1,1,1,1,1,1,1,1,1,1,0,0,1,43,40,31,55,43,51,43,5,78,88
6304,4,1,0,0,0,0,1,0,0,0,0,0,1,0,6,1,1,1,1,0,1,0,1,1,1,0,0,1,64,71,58,62,55,93,95,6,74,90
6305,3,1,0,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,0,1,1,0,1,1,1,0,0,1,52,61,62,43,58,50,36,65,71,169
6306,4,1,0,0,1,0,1,0,0,0,0,0,1,0,3,1,1,1,0,1,1,1,1,1,1,0,0,1,77,75,64,100,85,100,100,99,88,201
6307,4,0,1,1,0,0,1,0,0,0,0,0,0,0,9,1,1,1,0,1,0,1,1,1,1,0,0,1,82,75,77,71,64,99,86,77,33,210
6308,4,1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,1,1,0,0,1,1,1,0,0,0,1,70,71,62,72,53,90,90,69,21,186
6309,3,1,0,0,0,1,0,0,0,0,0,1,0,0,4,1,1,1,0,1,0,1,1,1,0,0,0,1,53,52,67,60,48,45,80,71,7,191
6310,3,1,0,1,1,1,0,0,0,0,0,1,0,0,4,1,1,1,0,1,0,1,1,1,1,0,0,1,60,58,51,61,46,73,75,41,78,120
6311,4,0,1,0,0,1,0,0,0,0,0,1,0,0,5,1,1,1,1,1,0,1,1,1,1,0,0,1,58,61,60,64,54,89,84,91,31,223
6312,2,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,1,1,0,1,0,1,1,1,1,0,0,1,54,52,53,53,44,40,28,29,60,88
6313,4,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,1,0,1,1,1,1,0,0,1,63,59,67,63,55,87,91,82,94,167
6314,2,0,1,0,0,0,1,0,0,0,0,0,1,0,5,1,1,1,0,0,0,1,1,1,1,0,0,1,55,50,58,57,49,75,19,33,48,162
6315,3,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,1,1,1,0,0,0,1,52,56,53,43,50,52,52,18,88,133
6316,2,0,1,0,0,0,1,0,0,0,0,0,1,0,5,1,1,1,1,1,0,1,1,1,1,0,0,1,45,56,50,56,53,83,30,46,37,125
6317,2,0,1,1,0,0,1,0,0,0,0,0,1,0,4,1,1,1,0,1,0,0,1,1,1,0,0,1,55,58,48,55,49,62,36,19,40,151
6318,4,1,0,0,0,0,1,0,0,0,0,0,1,0,4,1,1,0,0,1,1,0,1,1,0,0,0,1,70,45,51,68,49,97,56,59,68,171
6319,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4,1,1,1,0,1,0,1,1,1,1,0,0,1,67,43,55,55,52,40,16,12,44,110
6320,3,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,1,0,0,1,48,53,52,59,49,77,55,20,47,147
6321,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,1,0,1,1,1,0,0,0,1,49,40,40,43,49,3,2,34,66,99
6322,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,1,1,0,0,0,1,53,60,67,63,57,87,36,61,85,85
6323,4,0,1,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,73,64,82,68,57,97,91,89,84,173
6324,4,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,1,1,0,1,1,1,1,0,0,1,65,67,77,67,65,92,75,87,29,156
6325,3,0,1,1,1,0,0,0,1,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,55,60,56,55,57,51,59,32,98,145
6326,3,0,1,0,0,0,1,0,0,0,0,0,1,0,3,1,1,1,0,1,0,1,1,1,0,0,0,1,57,66,65,60,76,26,71,39,64,156
6327,2,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,0,1,1,1,1,0,1,0,52,50,55,61,55,30,49,29,15,122
6328,3,0,1,0,0,0,1,0,0,0,0,1,0,0,6,0,1,0,0,1,0,1,0,1,0,0,1,0,53,62,70,57,65,71,69,75,51,141
6329,4,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0,1,1,0,1,0,1,1,1,1,0,0,1,68,55,56,60,58,92,63,94,71,146
6330,2,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,1,1,0,1,1,1,1,0,0,1,78,62,70,72,67,67,31,11,17,157
6331,2,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,1,1,0,0,0,1,1,1,1,0,0,1,53,56,51,52,53,8,22,57,74,152
6332,4,1,0,1,1,0,1,0,0,0,0,0,0,0,3,1,1,0,1,1,0,1,1,1,1,0,0,1,81,71,77,81,70,98,95,88,32,188
6333,3,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,1,1,0,0,1,0,55,58,67,60,42,62,52,61,48,163
6334,4,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,1,0,0,0,1,1,1,0,0,0,1,56,67,62,65,62,66,96,60,96,136
6335,4,1,0,1,1,0,1,0,0,0,0,0,1,0,5,1,1,1,0,1,1,0,1,0,1,0,0,1,82,75,62,74,65,100,100,98,45,202
6336,4,0,1,1,0,0,1,0,0,0,0,1,0,0,5,0,0,1,0,1,0,1,1,1,1,0,0,1,77,64,100,75,67,65,90,73,86,174
6337,3,1,0,0,0,0,1,0,0,0,0,0,1,0,4,1,1,1,0,0,1,0,1,1,1,0,0,1,56,67,62,52,53,84,76,50,21,167
6338,1,0,1,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,1,0,0,0,1,50,48,49,49,40,6,28,13,33,124
6339,2,1,0,0,1,0,0,1,0,0,0,0,0,0,5,1,1,0,1,1,0,1,1,1,1,0,0,1,65,52,55,61,36,55,57,69,15,148
6340,3,0,1,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,1,0,0,0,1,57,50,53,54,49,93,52,61,49,151
6341,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,0,1,1,1,1,1,1,0,1,0,50,35,41,45,44,19,19,36,4,113
6342,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,1,0,1,0,1,1,1,1,0,1,0,68,43,49,53,46,64,27,29,2,154
6343,3,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,0,0,1,0,43,45,42,51,58,63,21,60,63,161
6344,1,1,0,0,1,0,1,0,0,0,0,1,0,0,4,0,1,1,1,1,1,1,1,1,0,0,1,0,39,48,47,41,46,61,19,14,20,112
6345,3,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,0,1,1,1,1,0,1,0,53,64,50,59,48,67,44,50,58,146
6346,1,0,1,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,0,0,1,0,50,37,54,41,43,9,32,16,12,145
6347,1,1,0,1,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,1,77,45,52,71,58,99,28,21,0,133
6348,4,1,0,0,1,0,1,0,0,0,0,0,1,0,4,0,1,1,0,1,0,1,1,1,0,0,0,1,63,59,58,63,67,85,78,83,56,166
6349,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,1,1,1,0,1,0,69,53,58,64,55,100,85,25,91,188
6350,2,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,56,57,58,63,48,63,8,49,6,136
6351,3,1,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,1,0,1,1,1,1,1,0,0,1,0,68,68,60,56,62,86,13,64,39,100
6352,4,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,1,0,0,0,1,86,58,62,74,50,80,53,71,98,98
6353,4,0,1,1,1,0,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,68,72,62,67,74,84,78,89,62,166
6354,4,1,0,1,0,0,0,1,0,0,0,0,0,1,4,1,1,1,0,1,1,1,1,1,1,0,1,0,73,66,56,60,60,92,92,91,34,166
6355,2,0,1,0,1,0,0,0,1,0,0,0,0,0,3,1,1,1,0,1,1,1,1,1,1,0,1,0,58,55,60,58,68,56,24,28,38,122
6356,4,1,0,1,1,0,0,0,0,1,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,68,59,67,66,78,56,89,87,53,53
6357,3,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,54,45,44,51,43,82,28,37,70,133
6358,3,1,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,0,1,0,60,56,60,55,59,77,86,50,21,149
6359,2,1,0,1,1,0,0,1,0,0,0,0,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,0,63,56,60,61,67,44,14,23,54,122
6360,4,1,0,1,1,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,0,1,81,59,70,82,64,98,80,89,57,149
6361,3,0,1,0,0,0,1,0,0,0,0,1,0,0,5,1,1,0,0,1,0,1,1,1,0,0,0,1,66,56,52,82,59,87,93,50,19,173
6362,3,1,0,1,1,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,0,0,1,0,64,58,60,71,52,91,70,70,16,171
6363,4,1,0,0,0,0,1,0,0,0,0,0,1,0,5,0,1,0,0,1,0,1,1,1,0,0,0,1,71,64,60,75,62,98,75,73,80,73
6364,4,0,1,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,81,77,70,69,85,100,87,93,58,198
6365,4,1,0,1,1,0,0,1,0,0,0,0,0,0,6,1,1,1,1,1,1,1,1,1,0,0,1,0,56,59,62,55,57,73,87,97,75,165
6366,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,1,1,1,1,0,1,1,1,1,0,0,1,54,64,49,68,50,80,2,9,41,92
6367,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,1,0,1,1,0,1,1,0,0,0,1,43,38,36,52,32,32,4,5,4,123
6368,4,1,0,1,1,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,1,0,0,1,0,73,58,73,69,57,100,99,98,38,187
6369,3,1,0,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,0,0,1,0,60,59,60,59,62,81,42,50,92,179
6370,3,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,1,0,1,1,1,1,0,0,1,65,53,50,61,67,99,44,47,36,135
6371,3,1,0,1,1,0,0,0,1,0,0,0,0,1,5,1,1,1,1,1,1,1,1,1,1,0,0,1,58,59,70,69,48,93,89,63,11,11
6372,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,0,0,1,1,1,0,0,1,62,58,43,45,38,89,94,73,92,175
6373,3,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,1,51,55,62,51,52,53,28,48,63,123
6374,4,1,0,1,1,0,0,0,1,0,0,0,0,0,5,1,1,1,0,0,1,1,1,1,0,0,1,0,62,60,55,57,59,40,97,45,59,165
6375,4,1,0,1,1,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,65,57,58,70,80,97,65,71,77,188
6376,3,1,0,0,0,0,1,0,0,0,0,1,0,0,5,1,1,0,0,1,0,1,1,1,1,1,0,1,76,64,67,60,60,88,73,81,4,167
6377,4,1,0,1,1,0,0,1,0,0,0,0,0,1,5,1,1,1,0,1,1,1,1,1,1,0,0,1,81,71,73,68,57,99,99,89,65,146
6378,4,1,0,1,0,0,1,0,0,0,0,0,1,0,5,1,1,1,0,1,1,0,1,1,1,0,0,1,82,74,70,78,85,100,100,100,2,179
6379,4,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,70,77,73,81,46,94,97,87,45,171
6380,2,1,0,1,0,1,0,0,0,0,0,1,0,0,6,0,1,1,0,1,0,1,1,1,0,0,0,1,47,43,45,52,59,22,27,41,76,99
6381,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,76,64,58,58,78,67,72,24,60,149
6382,4,0,1,0,0,1,0,0,0,0,0,1,0,0,8,1,1,1,0,1,0,0,1,1,1,0,0,1,71,61,56,67,48,88,99,84,86,202
6383,4,1,0,1,1,0,1,0,0,0,0,0,1,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,71,57,58,63,60,93,76,43,96,143
6384,3,1,0,1,0,0,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,60,52,56,61,95,84,3,39,73,144
