IDNo,ID,final_result,Female,Male,YoG,SGPA,CGPA100,CGPA200,CGPA300
38109,1621,Pass,0,1,1.2,2.88,3.46,3.06,3.06
50609,1622,Pass,0,1,1.2,3.52,2.93,2.58,2.3
36622,1623,Pass with distinction,0,1,1.2,3.67,3.91,3.4,3.8
84771,1624,Pass,0,1,1.4,3.13,3.24,2.37,1.67
52047,1625,Pass with distinction,0,1,1.2,3.83,4.46,4,4.04
68586,1626,Pass with distinction,0,1,1.2,3.21,3.78,3.55,3.52
38931,1627,Pass,0,1,1.2,3.33,2.93,2.42,1.79
61810,1628,Borderline pass,0,1,1.2,2.14,3.33,2.23,1.79
34009,1629,Pass with distinction,0,1,1.2,3.19,4.37,4.29,3.84
35088,1630,Pass,0,1,1.2,3.67,3.52,3.09,2.41
31876,1631,Pass with distinction,1,0,1.2,3.67,4.35,3.67,4.11
90903,1632,Pass with distinction,1,0,1.2,3.61,4.22,3.92,4.17
96509,1633,Pass,1,0,1.2,3.54,3.37,3.08,3.07
26434,1634,Pass with distinction,1,0,1.2,3.67,4.11,4.22,4.5
31398,1635,Borderline pass,0,1,1.4,2.6,2.28,1.79,1.22
82684,1636,Pass with distinction,0,1,1.2,2.5,3.5,3.24,2.35
87329,1637,Pass with distinction,0,1,1.2,2.86,4.37,4.18,3.77
43834,1638,Pass with distinction,0,1,1.2,2.85,3.65,3.1,3.39
44837,1639,Pass with distinction,1,0,1.2,3.82,3.61,3.55,3.93
46607,1640,Pass,1,0,1.2,2.66,3.5,3.11,3.54
25102,1641,Pass,0,1,1.2,3.48,3.76,2.63,2.56
63963,1642,Pass,0,1,1.3,2.81,3.49,2.55,3.14
89366,1643,Pass,0,1,1.3,2.64,3.94,2.84,3.57
87311,1644,Pass with distinction,0,1,1.3,3.3,3.55,2.8,3.31
47359,1645,Pass with distinction,1,0,1.3,2.89,4.49,3.92,4.23
65174,1646,Pass,0,1,1.3,2.73,3.06,2.66,3.12
91026,1647,Pass,0,1,1.3,3.48,4.08,4.35,3.82
49018,1648,Pass with distinction,1,0,1.3,2.81,3.34,3.12,3.72
40705,1649,Pass with distinction,1,0,1.3,3.47,3.72,3.21,3.81
85381,1650,Pass,0,1,1.3,2.68,3.81,2.76,3.3
62609,1651,Pass,0,1,1.3,2.95,3.64,2.06,2.38
93884,1652,Pass,0,1,1.3,2.73,3.17,2.75,2.46
25947,1653,Pass,0,1,1.3,2.95,3.96,3.55,4.02
67692,1654,Pass with distinction,1,0,1.3,3.39,4.6,4.47,4.51
54194,1655,Pass,0,1,1.3,3.59,3.66,3.31,3.49
34009,1656,Pass,0,1,1.3,2.77,3.98,3.8,3.79
63031,1657,Pass with distinction,1,0,1.3,3.59,4.62,4.31,4.53
39238,1658,Pass,0,1,1.3,3.57,4.26,3.82,4.15
76466,1659,Pass,1,0,1.3,3.75,4.04,3.56,4.02
82165,1660,Pass,0,1,1.3,3.52,3.53,2.48,2.88
38614,1661,Pass with distinction,0,1,1.3,3.05,4.11,3.8,4.06
52474,1662,Borderline pass,0,1,1.4,2.73,3.68,2.7,1.68
91416,1663,Pass with distinction,0,1,1.3,3.13,3.57,2.92,3.3
34705,1664,Pass,0,1,1.3,3.91,4.43,3.49,3.51
57810,1665,Pass,0,1,1.3,2.5,3,1.75,2.82
54162,1666,Pass with distinction,1,0,1.3,4.06,4.64,4.24,4.43
84493,1667,Pass with distinction,1,0,1.3,4.77,4.85,4.53,4.55
63642,1668,Pass,0,1,1.3,4.14,4,3.14,4.1
50479,1669,Pass,1,0,1.3,3.13,3.23,2.44,3.49
51372,1670,Pass,0,1,1.3,3.75,2.89,2.35,2.5
51132,1671,Pass with distinction,0,1,1.3,4.03,4.77,4.29,4.26
54808,1672,Pass,0,1,1.3,4.38,4.11,2.95,3
41529,1673,Pass,0,1,1.3,3.05,4.02,3.12,3.77
62926,1674,Pass,0,1,1.3,3.04,3.96,2.75,3.63
96995,1675,Pass,0,1,1.3,2.5,3.51,3.25,4.23
93198,1676,Pass,1,0,1.3,3.13,3.57,3.57,4.06
66819,1677,Pass with distinction,1,0,1.3,3.04,3.79,3.37,3.89
74009,1678,Pass,0,1,1.3,3.21,3.91,3.08,3.02
92955,1679,Borderline pass,0,1,1.3,2.42,3.23,2.56,2.84
42824,1680,Pass with distinction,0,1,1.3,4.58,3.98,4.06,3.65
51605,1681,Pass,0,1,1.4,2.71,3.49,2.21,1.82
96970,1682,Pass,0,1,1.3,2.59,3.43,2.82,3.27
30445,1683,Pass,0,1,1.3,2.58,3.43,2.17,2.51
93352,1684,Pass with distinction,1,0,1.3,3.68,3.74,3.31,4.06
62851,1685,Pass with distinction,0,1,1.3,3.33,3.66,3.25,4.19
42263,1686,Pass,1,0,1.3,2.38,4,3.24,4.19
61676,1687,Pass with distinction,0,1,1.4,3.13,3.98,3.41,3.83
25889,1688,Pass,0,1,1.4,3.91,3.87,2.84,2.24
64891,1689,Pass with distinction,1,0,1.4,2.95,4.13,3.38,3.66
59091,1690,Pass,0,1,1.4,3.98,4.38,2.79,1.94
37392,1691,Pass,0,1,1.4,3.67,3.69,2.58,3.22
71261,1692,Pass with distinction,0,1,1.4,3.26,4.29,3.86,4.15
94833,1693,Pass,0,1,1.5,3.59,3.82,2.59,2.39
51954,1694,Pass with distinction,0,1,1.4,4.31,4.84,4.43,4.49
46527,1695,Pass,0,1,1.4,2.95,4.09,3.2,2.83
91406,1696,Pass,0,1,1.4,3.19,3.76,3.27,3.52
50233,1697,Pass,0,1,1.4,3.28,3.52,3.07,3.12
25650,1698,Pass,1,0,1.4,2.77,4.18,3.2,2.92
62578,1699,Pass,1,0,1.4,3.36,3.4,2.92,2.61
77186,1700,Pass,0,1,1.4,4.03,4.4,3.45,3.58
69519,1701,Pass,1,0,1.4,1.88,4.38,3.36,3.27
51131,1702,Pass,0,1,1.4,2.5,3.6,2.85,3.19
54460,1703,Pass with distinction,1,0,1.4,4.64,4.87,4.61,4.64
68073,1704,Pass,1,0,1.4,3.89,3.96,3.29,3.23
59942,1705,Pass with distinction,0,1,1.4,2.29,3.91,3.18,4.3
77680,1706,Borderline pass,0,1,1.4,2.42,3.93,2.63,2.29
23894,1707,Pass with distinction,0,1,1.4,3.67,3.64,2.59,2.19
94422,1708,Pass with distinction,1,0,1.4,4.22,4.71,4.57,4.51
81365,1709,Pass with distinction,1,0,1.4,3.67,4.73,4.33,4.36
81131,1710,Pass,1,0,1.4,3.59,4.36,3.67,3.28
47756,1711,Borderline pass,1,0,1.5,2.43,3.02,2.69,1.81
88318,1712,Pass,1,0,1.4,2.67,4.18,3.09,2.87
44579,1713,Borderline pass,1,0,1.5,1.67,3.37,2.17,1.42
58937,1714,Pass with distinction,0,1,1.4,2.85,3.8,3.02,3.36
85986,1715,Pass with distinction,1,0,1.4,2.5,3.6,3,3.94
45643,1716,Pass,0,1,1.4,3.04,4.38,3.4,2.5
54855,1717,Pass,0,1,1.4,2.19,3.82,2.92,2.64
87399,1718,Pass,0,1,1.4,4.1,4.33,3.51,3.75
70858,1719,Pass with distinction,0,1,1.4,3.2,4.73,3.92,4.17
87617,1720,Pass,0,1,1.4,2.63,4.02,2.79,2.11
50884,1721,Pass,1,0,1.4,2.62,4.56,3.63,3.55
72491,1722,Pass,0,1,1.4,2.95,4.11,2.71,2.62
64823,1723,Pass,0,1,1.4,3.28,3.89,2.58,2.11
57244,1724,Pass,0,1,1.4,3.33,4.02,3.47,3.27
61718,1725,Pass,0,1,1.4,3.57,4.62,3.94,3.81
86812,1726,Pass with distinction,0,1,1.4,3.47,4.38,3.71,4.39
57078,1727,Pass with distinction,0,1,1.4,3.4,3.42,2.93,3.4
48205,1728,Pass with distinction,0,1,1.4,3.46,4.53,4.59,4.84
69017,1729,Pass with distinction,0,1,1.4,4.14,4.42,3.94,4.45
56218,1730,Pass,0,1,1.4,2.92,3.96,3.2,2.22
64377,1731,Pass with distinction,0,1,1.4,3.2,4.76,4.53,4.38
39873,1732,Pass,0,1,1.4,2.5,3.2,2.56,2.35
39868,1733,Pass with distinction,1,0,1.4,3.47,4.69,4.02,4.13
52721,1734,Pass,0,1,1.4,2.73,4.07,2.78,2.96
23558,1735,Pass,0,1,1.4,4.2,4.33,3.38,2.15
93644,1736,Borderline pass,0,1,1.4,3.21,3.67,2.43,2.55
87241,1737,Pass,0,1,1.5,2.92,3.18,2.67,3.78
81090,1738,Pass with distinction,0,1,1.5,2.85,4.04,3.73,4.7
94907,1739,Pass,0,1,1.5,3.35,4.04,3.04,3.2
82490,1740,Pass with distinction,0,1,1.5,3.26,4.6,4,4.43
34949,1741,Pass with distinction,0,1,1.5,3.26,4.56,4.1,4.36
67091,1742,Pass,0,1,1.5,3.06,3.6,3.29,4.04
79245,1743,Pass,0,1,1.5,3.89,4.33,3.56,3.73
78532,1744,Pass with distinction,0,1,1.5,3.47,4.56,4.06,4.68
40103,1745,Pass with distinction,1,0,1.5,3.96,4.36,3.31,4.4
83441,1746,Pass,0,1,1.5,2.87,4,3.18,3.83
43726,1747,Pass,0,1,1.5,3.28,3.71,2.94,3.85
72100,1748,Pass,0,1,1.5,2.64,3.98,3.2,4.04
80882,1749,Pass,0,1,1.5,2.97,4.16,3.4,3.89
33716,1750,Pass,0,1,1.5,2.4,3.84,2.88,3.76
61401,1751,Pass with distinction,1,0,1.5,2.81,4.47,3.88,4.47
57882,1752,Pass,0,1,1.5,3.47,3.04,2.45,2.7
47395,1753,Pass,1,0,1.5,3.2,3.64,2.98,3.63
45885,1754,Pass,0,1,1.5,2.92,3.71,3.55,4.06
70584,1755,Pass with distinction,1,0,1.5,2.92,3.78,2.57,3.86
39336,1756,Pass with distinction,1,0,1.5,2.72,4.29,3.76,4.47
68614,1757,Pass,0,1,1.5,2.44,3.93,3.38,4.19
44971,1758,Pass with distinction,0,1,1.5,3.2,3.47,3.49,4.33
37204,1759,Pass,0,1,1.5,2.68,3.36,2.75,4.11
35054,1760,Pass with distinction,1,0,1.5,4.1,3.58,3.27,3.84
70357,1761,Pass with distinction,1,0,1.5,4.06,4.6,3.37,4.04
37681,1762,Pass with distinction,1,0,1.5,3.54,4.27,3.49,4.17
33416,1763,Pass with distinction,1,0,1.5,2.5,4.18,3.86,4.45
94142,1764,Pass with distinction,0,1,1.5,3.68,4.33,3.57,4.36
29930,1765,Pass,0,1,1.5,2.85,2.98,2.18,3.8
85295,1766,Pass,0,1,1.5,3.44,3.09,3.07,3.8
90869,1767,Pass with distinction,1,0,1.5,4.17,4.6,4.27,4.77
44518,1768,Pass with distinction,1,0,1.5,2.5,3.8,3.39,4.4
77775,1769,Pass,1,0,1.5,3.28,3.87,2.92,3.3
72586,1770,Pass,0,1,1.5,3.36,3.96,3.33,3.87
49290,1771,Pass,1,0,1.5,2.94,3.93,3.33,3.66
28070,1772,Pass with distinction,1,0,1.5,2.92,4.76,3.9,4.87
87019,1773,Pass,0,1,1.5,2.71,3.93,3.04,4.27
41258,1774,Pass,1,0,1.5,3.89,4.36,3.07,3.66
42268,1775,Pass with distinction,1,0,1.5,3.62,4.29,3.68,4.57
63977,1776,Pass with distinction,0,1,1.5,2.81,4.44,3.61,4.28
67793,1777,Pass with distinction,0,1,1.5,3.54,3.98,3.2,4.39
46062,1778,Pass,0,1,1.5,3.61,3.82,2.98,3.83
31018,1779,Pass with distinction,0,1,1.5,2.86,4.24,3.39,4.58
38008,1780,Pass with distinction,0,1,1.5,3.36,4.49,3.86,4.47
71020,1781,Pass with distinction,1,0,1.5,3.16,3.47,2.53,3.48
92825,1782,Pass with distinction,0,1,1.5,2.76,3.36,2.35,3.85
66413,1783,Borderline pass,0,1,1.2,3.48,2.71,2.36,1.53
36497,1784,Pass,0,1,1.1,3.96,3.11,2.47,1.41
75515,1785,Borderline pass,0,1,1.1,3.44,3,1.52,1.08
88837,1786,Borderline pass,0,1,1.1,3.47,2.97,2.04,1.86
88357,1787,Borderline pass,0,1,1.1,3.26,1.92,1.44,1.66
57038,1788,Pass,0,1,1.1,2.66,2.76,2.2,2.29
85508,1789,Borderline pass,0,1,1.1,3.44,3.59,2.8,2.06
94681,1790,Borderline pass,0,1,1.2,2.03,2.62,2.26,1.24
33027,1791,Borderline pass,1,0,1.2,2.19,2.71,1.88,1.1
49561,1792,Pass,1,0,1.1,2.89,3.02,3.34,3.02
27809,1793,Borderline pass,0,1,1.3,2.27,2.7,2.12,1.48
63419,1794,Borderline pass,1,0,1.1,3.67,3.64,2.77,1.94
71578,1795,Borderline pass,0,1,1.1,2.19,2.82,1.84,2.18
84206,1796,Borderline pass,0,1,1.1,2.66,2.24,1.76,1.78
80596,1797,Pass,0,1,1.2,2.85,3.4,1.76,2.03
94348,1798,Pass,0,1,1.1,3.44,4.33,4.33,4.31
33541,1799,Pass with distinction,1,0,1.1,3.67,3.8,4,4.19
94428,1800,Pass with distinction,0,1,1.1,3.13,4.3,4.8,4.53
33659,1801,Pass,0,1,1.1,2.71,3.53,3.04,3.47
68977,1802,Pass with distinction,0,1,1.1,3.52,4.44,4.26,4.49
30599,1803,Pass,0,1,1.1,3.2,3.93,4.12,4
62829,1804,Pass,0,1,1.1,2.78,3.58,3.68,3.55
91858,1805,Pass,0,1,1.1,3.67,4.04,4.24,4.28
92604,1806,Pass with distinction,0,1,1.1,3.83,4.58,4.54,4.17
24810,1807,Borderline pass,0,1,1.1,3.75,3.62,2.61,2.36
61726,1808,Pass,0,1,1.1,3.13,4.42,4.46,4.08
50643,1809,Pass with distinction,0,1,1.3,3.96,4.78,4.88,4.68
40247,1810,Pass with distinction,1,0,1.1,3.28,4.6,4.56,4.66
49025,1811,Pass,0,1,1.1,3.44,3.91,4.22,3.91
94075,1812,Pass with distinction,0,1,1.1,4.27,4.64,4.62,4.83
59352,1813,Pass with distinction,0,1,1.1,3.13,4.24,4,4.6
53167,1814,Pass with distinction,1,0,1.1,3.26,4.76,4.72,4.66
37138,1815,Pass with distinction,1,0,1.1,4.03,4.78,4.9,4.83
69344,1816,Pass,0,1,1.1,3.82,3.15,3.56,3.3
33204,1817,Pass with distinction,0,1,1.1,3.47,4.56,4.36,4.17
46503,1818,Pass with distinction,1,0,1.1,3.75,4.47,4.76,4.68
31124,1819,Pass with distinction,1,0,1.1,3.96,4.89,4.92,4.98
23722,1820,Pass,0,1,1.1,3.91,4.33,4.12,4
26407,1821,Pass,0,1,1.1,4.51,4.27,4.12,3.83
97178,1822,Pass,0,1,1.1,3.57,4.02,4.1,3.66
74441,1823,Pass with distinction,1,0,1.1,3.67,4.22,4.56,4.47
47857,1824,Pass,0,1,1.1,2.31,3.04,3.24,3.43
41325,1825,Pass with distinction,0,1,1.1,3.75,4.44,4.36,4.28
82503,1826,Pass with distinction,0,1,1.1,3.2,4.42,4.78,4.55
37861,1827,Pass,0,1,1.1,4.17,4.42,4.22,3.74
54559,1828,Pass with distinction,0,1,1.1,4.38,4.31,4.72,4.54
96103,1829,Borderline pass,0,1,1.2,3.36,3.33,3.24,1.98
47666,1830,Pass,0,1,1.1,2.97,2.96,2.66,2.1
42010,1831,Pass with distinction,1,0,1.1,4.17,4.11,4.64,4.32
25221,1832,Pass,0,1,1.1,3.59,4.09,4.38,3.96
34656,1833,Pass with distinction,0,1,1.1,2.5,3.8,4.66,4.55
91529,1834,Pass,0,1,1.1,3.75,4.07,4.02,3.72
79534,1835,Borderline pass,0,1,1.1,3.05,3.72,3.52,2.13
97025,1836,Pass with distinction,1,0,1.1,4.24,4.91,4.88,4.83
38829,1837,Pass,1,0,1.1,4.31,4.6,4.34,4.38
50667,1838,Pass with distinction,0,1,1.1,4.38,4.62,4.7,4.85
88654,1839,Pass,0,1,1.1,3.83,3.36,3.52,3.41
51962,1840,Pass,0,1,1.1,3.33,4.11,3.12,2.89
89455,1841,Pass with distinction,0,1,1.1,3.36,4.36,4.7,4.38
89149,1842,Pass,1,0,1.1,3.54,2.96,3.2,2.67
48531,1843,Pass,0,1,1.1,4.3,4.13,3.94,4.1
25527,1844,Borderline pass,0,1,1.1,2.89,2.84,2.72,1.94
37328,1845,Pass,0,1,1.1,2.92,3.33,2.5,2.52
89612,1846,Pass,0,1,1.2,3.13,2.48,2.71,1.05
82557,1847,Pass,0,1,1.1,3.68,3.82,3.48,3.08
43266,1848,Pass,0,1,1.1,4.1,4.11,4,3.38
38961,1849,Pass,0,1,1.1,3.89,3.27,3.2,3.13
79948,1850,Pass,0,1,1.1,2.78,3.67,2.62,2.23
70155,1851,Pass,0,1,1.1,4.27,4.27,3.96,3.35
65175,1852,Pass with distinction,0,1,1.1,3.2,4.56,4.74,4.36
78617,1853,Pass,1,0,1.1,3.4,4.24,4.12,3.82
32976,1854,Pass,0,1,1.1,3.57,3.51,3.62,3.67
29145,1855,Pass,0,1,1.1,3.44,3.46,2.92,2.98
90088,1856,Pass,1,0,1.1,2.81,3.51,3.68,3.51
73542,1857,Pass,0,1,1.3,4.38,3.42,1.35,1.87
96755,1858,Borderline pass,0,1,1.2,4.03,3.95,3.63,2.36
53660,1859,Pass,0,1,1.1,2.86,3.83,3.86,3.81
91370,1860,Pass,0,1,1.1,3.26,4.22,4.46,4.17
56563,1861,Pass,0,1,1.1,2.44,4.38,4.2,3.47
88793,1862,Borderline pass,0,1,1.1,3.26,2.82,3.15,2.26
39049,1863,Pass,0,1,1.1,3.84,3.98,3.72,3.83
94806,1864,Pass,0,1,1.1,3.48,4.53,4.46,4.17
68166,1865,Pass with distinction,1,0,1.1,3.75,3.91,4.12,4.53
62548,1866,Pass,1,0,1.1,4.14,3.85,3.82,3.7
56655,1867,Pass,1,0,1.1,2.66,4.04,3.62,4.28
93753,1868,Borderline pass,1,0,1.1,3.52,3.76,3.4,2.65
94528,1869,Pass,0,1,1.1,4.44,3.82,3.8,3.98
72365,1870,Pass,1,0,1.1,3.39,3.49,3.28,3.82
37676,1871,Pass,0,1,1.1,2.65,3.59,2.96,2.79
90021,1872,Pass with distinction,0,1,1.1,3.33,4.4,4.72,4.62
34735,1873,Pass with distinction,0,1,1.1,4.38,4.51,4.65,4.44
75974,1874,Borderline pass,0,1,1.3,3.59,3.35,3.22,2.05
70123,1875,Pass,0,1,1.2,3.59,3.35,2.26,2.7
92709,1876,Pass,0,1,1.1,4.3,3.82,3.5,2.78
82989,1877,Pass,1,0,1.1,2.59,3.87,4.18,4.09
23595,1878,Pass with distinction,0,1,1.1,4.1,4.6,4.08,4.08
93286,1879,Pass with distinction,0,1,1.1,4.1,4.64,4.72,4.55
60728,1880,Pass,0,1,1.1,3.23,4.2,3.94,3.64
65629,1881,Borderline pass,0,1,1.2,2.71,3.72,3.22,2.43
33930,1882,Borderline pass,0,1,1.2,2.58,2.98,1.63,1.59
83199,1883,Pass with distinction,0,1,1.1,3.13,4.4,4.18,4.43
77743,1884,Pass with distinction,0,1,1.1,3.13,4.47,4.74,4.45
51267,1885,Pass,0,1,1.1,3.47,3.14,4.02,4.26
68912,1886,Pass,0,1,1.1,3.13,3.78,3.62,3.29
77025,1887,Borderline pass,0,1,1.2,3.75,3.51,3.38,2.35
91424,1888,Pass,0,1,1.1,3.2,3.87,3.6,3.26
58886,1889,Pass with distinction,0,1,1.1,3.26,4.82,4.88,4.85
83087,1890,Pass,0,1,1.1,2.73,3.56,4.34,4.23
36895,1891,Pass,1,0,1.1,3.44,4.22,4.04,4.19
67510,1892,Pass,0,1,1.1,2.58,4.67,4.46,4.14
48476,1893,Pass,0,1,1.2,2.89,3.51,3.25,3.19
58377,1894,Pass with distinction,0,1,1.1,3.19,4.78,4.76,4.6
43804,1895,Pass,0,1,1.1,2.13,3.24,3,2.92
56962,1896,Borderline pass,0,1,1.4,3.13,2.79,2.04,1.6
73953,1897,Pass,0,1,1.1,3.75,3.49,2.72,2.36
84169,1898,Borderline pass,0,1,1.3,3.13,2.98,2.54,2.25
27875,1899,Pass,0,1,1.1,3.4,3.49,2.96,2.92
78600,1900,Pass,0,1,1.1,3.13,4.02,3.9,3.7
24136,1901,Pass,1,0,1.1,4.17,4.58,4.64,4.57
71474,1902,Pass,0,1,1.1,4.02,4.38,3.78,3.09
90647,1903,Borderline pass,0,1,1.1,2.81,3.28,3.34,1.87
64475,1904,Pass,0,1,1.1,3.2,3.67,3.16,2.85
51146,1905,Borderline pass,0,1,1.1,2.81,3.82,2.86,3.14
78658,1906,Borderline pass,0,1,1.1,3.82,3.98,3.14,2.51
89804,1907,Pass,0,1,1.1,4.3,3.98,4.1,3.31
90553,1908,Pass,0,1,1.1,2.86,3.42,3.38,3.51
39695,1909,Pass,0,1,1.2,3.3,3.41,3.08,2.45
86076,1910,Pass,0,1,1.1,2.36,4.56,4.52,4.36
61341,1911,Pass,0,1,1.1,2.58,4.07,4.3,3.66
73785,1912,Borderline pass,0,1,1.1,2.95,3.32,3.48,2.38
95749,1913,Pass,0,1,1.1,3.68,4.31,3.54,3.12
74806,1914,Pass with distinction,0,1,1.1,4.51,4.84,4.9,4.83
25480,1915,Pass,1,0,1.1,3.89,4.53,4.46,4.36
53718,1916,Pass with distinction,1,0,1.1,3.52,4.33,4.6,4.43
69740,1917,Pass with distinction,1,0,1.1,3.96,4.44,4.86,4.66
94133,1918,Pass,1,0,1.1,2.81,3.18,2.78,2.93
55691,1919,Pass,1,0,1.3,3.83,1.71,3.38,3.45
25230,1920,Pass with distinction,1,0,1.2,3.84,4.7,4.08,4.5
47265,1921,Pass,0,1,1.2,2.99,4.52,3.78,3.57
34914,1922,Pass with distinction,0,1,1.2,3.44,4.22,3.63,3.76
54664,1923,Pass with distinction,0,1,1.2,4.06,4.7,4.59,4.63
78724,1924,Pass,0,1,1.2,3.13,4.2,3.55,3.83
62659,1925,Pass with distinction,1,0,1.2,4.3,4.33,4.22,4.24
74057,1926,Borderline pass,0,1,1.2,3.13,4.28,3.23,2.46
26573,1927,Borderline pass,0,1,1.3,2.86,2.87,1.59,2.42
94587,1928,Pass with distinction,0,1,1.2,4.44,4.91,4.78,4.89
37367,1929,Pass with distinction,0,1,1.2,4.22,4.13,3.23,3.52
36736,1930,Pass with distinction,0,1,1.2,2.86,4.2,2.94,3.87
83408,1931,Pass,0,1,1.2,2.41,4.17,2.92,2.34
70645,1932,Pass,0,1,1.2,2.92,3.33,3.42,2.51
48693,1933,Pass with distinction,0,1,1.2,2.66,3.95,3.84,3.89
91234,1934,Pass,0,1,1.3,2.5,2.72,1.9,1.85
40586,1935,Pass with distinction,0,1,1.2,3.13,4.24,4.22,4.11
91457,1936,Pass with distinction,0,1,1.2,3.98,4.24,3.78,3.5
79091,1937,Pass,0,1,1.2,2.88,2.96,2.9,2.33
72372,1938,Pass,0,1,1.3,2.97,3.32,1.78,2.01
87156,1939,Pass,0,1,1.2,3.13,3.87,3.39,3.35
74438,1940,Pass,0,1,1.2,3.19,4.02,3.1,2.73
32028,1941,Pass with distinction,1,0,1.2,3.75,4.22,4.31,4.33
95791,1942,Pass,0,1,1.2,3.25,4.13,3.79,3.48
80239,1943,Pass,0,1,1.3,2.38,3.7,3.23,2.98
27994,1944,Pass,0,1,1.2,3.66,4.2,3.59,3.74
64044,1945,Pass,0,1,1.2,3.89,3.37,2.71,2.32
77746,1946,Pass,0,1,1.2,3.36,3.89,3.08,2.08
68076,1947,Pass,1,0,1.2,2.73,3.93,3.31,3.13
28903,1948,Pass with distinction,1,0,1.2,4.03,4.91,4.53,4.72
94385,1949,Pass with distinction,0,1,1.2,3.13,4.46,4.31,4.65
93407,1950,Pass,0,1,1.3,3.2,3.91,2.96,1.73
66118,1951,Pass,0,1,1.2,3.28,4.33,3.6,3.04
57318,1952,Pass,0,1,1.2,2.5,4.15,3.18,3.12
35179,1953,Pass,0,1,1.2,2.77,3.33,3.19,2.56
64348,1954,Pass,0,1,1.2,3.66,3.41,3.25,3.1
54665,1955,Pass,0,1,1.2,2.6,3.76,2.71,2.02
36966,1956,Pass with distinction,0,1,1.2,2.89,4.67,4.24,4.72
83979,1957,Pass with distinction,0,1,1.2,4.44,4.3,3.45,3.83
52677,1958,Pass with distinction,1,0,1.2,4.02,4.13,3.6,3.38
39495,1959,Pass,1,0,1.2,3.04,3.35,2.81,3.6
81065,1960,Pass,0,1,1.2,4.3,3.52,3.63,3.6
84774,1961,Pass,0,1,1.3,3.06,4.04,3.63,3.98
82015,1962,Borderline pass,0,1,1.5,2.41,2.85,2.16,1.88
26388,1963,Pass,0,1,1.3,3.13,3.74,2.06,2.79
68073,1964,Pass,0,1,1.3,2.92,4.6,4.18,4.26
86768,1965,Pass with distinction,0,1,1.3,4.31,4.53,4.12,4.38
92280,1966,Pass with distinction,0,1,1.3,4.72,4.81,3.94,4.23
63315,1967,Pass with distinction,0,1,1.3,4.45,4.83,4.51,4.57
77342,1968,Pass with distinction,0,1,1.3,3.13,4.34,4.1,4.21
96569,1969,Borderline pass,0,1,1.4,3.59,3.23,2.41,2.1
74683,1970,Pass,0,1,1.3,4.14,4.64,4.28,4.36
61735,1971,Pass,1,0,1.3,3.28,4.06,3.04,3.61
86824,1972,Pass,1,0,1.3,2.73,4.13,3.39,3.87
42651,1973,Pass,0,1,1.3,4.14,4.45,3.67,3.84
32032,1974,Pass,0,1,1.3,3.04,4.32,2.83,3.02
76001,1975,Pass with distinction,0,1,1.3,4.45,4.57,4.68,4.23
44599,1976,Pass,0,1,1.3,3.3,4.06,3.28,3.34
30632,1977,Pass,0,1,1.4,3.36,3.13,1.34,2.19
90155,1978,Pass,0,1,1.3,3.75,4.19,3.55,3.6
39685,1979,Pass with distinction,0,1,1.3,2.5,4.09,3.1,3.94
64208,1980,Pass with distinction,0,1,1.3,4.44,4.4,4.1,3.28
36454,1981,Pass,1,0,1.3,3.13,3.45,3.2,3.51
54274,1982,Pass,1,0,1.3,4.06,4.23,3.8,3.6
62388,1983,Pass with distinction,0,1,1.3,4.38,4.94,4.47,4.17
52683,1984,Pass,0,1,1.3,2.92,4.13,3.04,3.12
34193,1985,Pass,1,0,1.3,3.3,3.96,3.6,3.98
86827,1986,Pass,0,1,1.3,2.95,3.4,2.55,2.31
74066,1987,Pass,0,1,1.3,3.2,3.6,3.22,3.06
86064,1988,Borderline pass,0,1,1.5,3.13,3.64,2.06,1.18
31906,1989,Pass,1,0,1.3,4.38,4.87,4.33,4.06
95895,1990,Pass,0,1,1.3,3.82,4.4,3.37,3.13
91779,1991,Pass,0,1,1.3,3.96,4.23,3.45,3.79
47404,1992,Pass,0,1,1.4,3.04,3.83,1.96,2.77
26211,1993,Pass,0,1,1.3,3.3,3.7,2.5,3.1
59304,1994,Pass,0,1,1.4,3.13,3.36,1.81,3.06
45846,1995,Pass,0,1,1.3,2.95,4,2.79,3.32
30632,1996,Pass,0,1,1.3,2.89,3.43,3.02,2.87
39905,1997,Pass with distinction,1,0,1.3,3.04,4.3,4.04,4.45
39447,1998,Pass with distinction,0,1,1.3,3.98,4.57,4.1,4.68
42912,1999,Pass,0,1,1.3,3.54,4.68,3.49,3.55
87651,2000,Pass,0,1,1.3,3.2,3.77,2.23,2.26
60615,2001,Pass with distinction,1,0,1.3,3.83,4.09,3.23,3.77
77458,2002,Pass,1,0,1.3,4.29,4.68,3.47,3.77
75073,2003,Pass,0,1,1.3,3.04,2.98,2.55,2.4
78618,2004,Pass with distinction,0,1,1.3,3.52,4.74,4.43,4.53
82169,2005,Pass,0,1,1.3,2.81,3.36,2.44,2.5
31384,2006,Pass,0,1,1.3,3.04,4.04,2.95,3.21
43417,2007,Pass,0,1,1.3,2.97,4.38,3.47,3.96
92841,2008,Pass with distinction,1,0,1.3,4.03,4.85,4.57,4.94
80997,2009,Pass,0,1,1.3,3.68,4.32,3.1,3.25
69358,2010,Pass,0,1,1.3,3.36,3.81,2.53,2.65
37125,2011,Pass with distinction,1,0,1.3,4.06,3.91,4,4.72
81006,2012,Pass,0,1,1.3,2.68,3.79,3.18,3.17
